County,City,Town,Address,Hospital_Name,Hospital_Type,Latitude,Longitude
충청남도,천안시,서북구,불당동 1617번지,더보스톤치과병원,치과의사,36.8124488,127.1078437
부산광역시,남구,문현동,523번지 1호,우리들40플란트치과병원,치과병원,35.1447559,129.0671229
광주광역시,광산구,장덕동,1608,수완탑요양병원,요양병원(일반요양병원),35.1904073,126.81451
대구광역시,북구,침산동,"430번지 15호 다빈치 타워 1,3,4,6~8",침산제이병원,병원,35.8889366,128.5862501
충청남도,천안시,서북구,불당동 1640,앙즈로여성병원,병원,36.8104608,127.1069454
인천광역시,서구,연희동,793번지 1호 1호,청라국제병원,의사,,
광주광역시,북구,오치동,976번지 1호,햇살한방병원,한방병원,35.1860787,126.9056513
경상북도,포항시,북구,장성동 1495번지 5호 5호,봄요양병원,한의사,36.0874764,129.3851683
서울특별시,송파구,문정동,640-3 한스빌딩,민트병원,병원,37.4862137,127.1159062
강원특별자치도,원주시,태장동,1375번지 1호 15통 9반,신창의료재단 원주에이치병원,병원,37.384481,127.9518899
경기도,수원시,권선구,금곡동 1088번지 1호,서울삼성호매실요양병원,요양병원(일반요양병원),37.2733483,126.9424373
서울특별시,강서구,마곡동,795-7 열린프라자,면력한방병원,한방병원,37.560142,126.837703
서울특별시,강서구,등촌동,700 플러스존,경희생생한방병원,한방병원,37.5593128,126.8457306
경상북도,영천시,오미동,1183번지 0호 영천요양병원 0호,영천요양병원,의사,35.9876186,128.9246401
울산광역시,남구,달동,615번지 8호,의)우아의료재단 달동길메리요양병원,요양병원(일반요양병원),35.5404611,129.3227162
경기도,평택시,비전동,1096번지,평택비전병원,병원,37.0024656,127.1145975
충청남도,천안시,서북구,두정동 1036번지,천안21세기병원,병원,36.8366265,127.1378963
충청남도,천안시,서북구,두정동 1036번지,천안21세기병원,의사,36.8366265,127.1378963
충청남도,천안시,서북구,직산읍 양당리 216번지 10호,다나힐요양병원,요양병원(일반요양병원),36.8863279,127.1082632
경기도,부천시,원미구,심곡동 129번지 3호,부천삼성요양병원,요양병원(일반요양병원),37.4849487,126.7882618
울산광역시,중구,학산동,89번지 1호,아이윤병원,병원,35.5582201,129.3268148
인천광역시,남동구,서창동,"704번지 3호 MS프라자 3층일부, 4층~6층, 7층일부",효민요양병원,요양병원(일반요양병원),37.4228399,126.7490254
부산광역시,동래구,온천동,210번지 88호,의료법인 강혜의료재단 온천사랑의요양병원,요양병원(일반요양병원),35.2058082,129.0604177
충청북도,제천시,중앙로1가,112번지 1호,제천우석요양병원,요양병원(일반요양병원),37.1379485,128.209792
제주특별자치도,제주시,아라일동,1960번지 5호,아라요양병원,요양병원(일반요양병원),33.4559934,126.5474132
경상남도,밀양시,삼문동,36번지 11호,나노병원,병원,35.4843035,128.7579264
광주광역시,동구,내남동,307-1,포시즌스요양병원,요양병원(일반요양병원),35.094715,126.9388833
광주광역시,남구,백운동,634번지 16호,백운요양병원,요양병원(일반요양병원),35.1342381,126.902367
경기도,용인시,수지구,풍덕천동 514-1 수지요양병원,(의)수지의료재단 용인수지병원,병원,37.3168163,127.0849315
서울특별시,강북구,번동,461-68 북서울요양병원,북서울요양병원,요양병원(일반요양병원),37.6381354,127.0300548
경기도,구리시,수택동,376-10,우리마음병원,정신병원,37.5988778,127.136892
대구광역시,중구,수동,30번지,으뜸병원,병원,35.8700039,128.5893958
대전광역시,중구,대흥동,173번지 3호,백세요양병원,요양병원(일반요양병원),36.323815,127.4282783
제주특별자치도,제주시,이도일동,1774번지 2호 6.7.8층,그랜드치과병원,치과병원,33.5009541,126.5286091
충청남도,천안시,서북구,쌍용동 220-42 천안본정형외과,본정형외과병원,병원,36.7996333,127.125902
경상북도,경주시,용강동,357번지,위더스요양병원,의사,35.8777451,129.2321533
경상북도,경주시,용강동,357번지 위더스요양병원,위더스요양병원,요양병원(일반요양병원),35.8777451,129.2321533
전라남도,화순군,화순읍,일심리 243번지 0호 화순푸른솔요양병원 0호,화순푸른솔요양병원,의사,35.0527555,126.9989997
부산광역시,영도구,영선동2가,"50-1 삼호빌딩(2층일부,3층,5층,7층,8층,9층,10층,11층 일부)",아이(i)서울병원,병원,35.0877805,129.0417067
경상남도,창원시,마산회원구,석전동 224번지 8호,양덕서울아동병원,병원,35.2357357,128.5808776
대구광역시,수성구,황금동,,수성명가요양병원,요양병원(일반요양병원),35.843957,128.63815
대구광역시,동구,신암동,498-7,든든한병원,병원,35.8804741,128.6124771
부산광역시,부산진구,부전동,"257번지 3호 13층(일부), 14층, 15층(일부)",365엠씨병원,병원,35.1575129,129.0581355
서울특별시,동대문구,장안동,"313번지 3호 지하1층,지상1~11층",대한민국요양병원,요양병원(일반요양병원),37.5786322,127.0727402
경기도,군포시,당동,785번지 3호 군포병원 B동,사랑요양병원,요양병원(일반요양병원),37.3506942,126.9437197
경기도,부천시,소사구,소사본동 70번지 소사메디파크 5~8층,생생병원,병원,37.4820507,126.7931208
부산광역시,수영구,광안동,1077번지 12호,센텀해인요양병원,요양병원(일반요양병원),35.1662766,129.1146001
서울특별시,강서구,방화동,495번지 26호,365강서수요양병원,요양병원(일반요양병원),37.5730211,126.8073195
서울특별시,중구,흥인동,"86 리마크빌 동대문 2,3층",참바로병원,병원,37.566049,127.0166539
부산광역시,남구,대연동,1239번지 19호,의료법인은경의료재단 인창대연요양병원,요양병원(일반요양병원),35.135576,129.084445
전라남도,광양시,중동,1296번지 14호 14호,늘편한요양병원,의사,34.9425791,127.6986022
대전광역시,중구,목동,"15번지 3호 지하1층, 3~4층",튼튼요양병원,요양병원(일반요양병원),36.3354437,127.4113625
경기도,성남시,수정구,창곡동 509번지 2호 우성트램타워 B동 801~4호,위례서울치과병원,치과병원,37.4734862,127.1427444
대구광역시,북구,칠성동1가,"151번지 3호 2,4층일부,5-7층",칠성요양병원,요양병원(일반요양병원),35.8753382,128.6056565
경기도,부천시,오정구,"내동 59 태양빌딩 2층,4층,5층",이룸병원,정신병원,37.5157025,126.7759513
경기도,고양시,일산동구,풍동 1278-3 웰빙타운,동국마음요양병원,요양병원(일반요양병원),37.6672935,126.8013194
울산광역시,남구,무거동,209번지 8호,삼호요양병원,요양병원(일반요양병원),35.5525678,129.2699164
인천광역시,미추홀구,주안동,"1517-4번지 A동 지1층~6층, B동 5층~6층",금강요양병원,요양병원(일반요양병원),37.450559,126.6865651
경기도,부천시,원미구,중동 1167번지 1호 미라클타워,진심한방병원,한방병원,37.5033157,126.7602196
경기도,화성시,향남읍,하길리 1470-5,수앤수병원,병원,37.1146554,126.9127221
서울특별시,노원구,월계동,50번지 1호,더조은요양병원,요양병원(일반요양병원),37.6329409,127.0482478
경상남도,창원시,마산회원구,석전동 244번지 8호,서울병원,병원,35.232228,128.5773243
대구광역시,달서구,송현동,1042번지 4호,서부라온치과병원,치과병원,35.8370059,128.5561359
부산광역시,부산진구,범천동,854-3,이샘병원,병원,35.1475236,129.061239
경기도,남양주시,화도읍,창현리 493-3,마석기독요양병원,요양병원(일반요양병원),37.6523355,127.3050752
강원특별자치도,원주시,문막읍,동화리 514번지,연세메디하임병원,병원,37.3261512,127.8449487
충청북도,충주시,문화동,569번지,의료법인문화의료재단문화실버요양병원,요양병원(일반요양병원),36.9731839,127.9239052
광주광역시,서구,치평동,1243번지 1호 신환빌딩,광주자생한방병원,한방병원,35.1512093,126.8545316
충청남도,천안시,서북구,두정동 68번지 1호 1호,제중한방병원,한의사,36.8325314,127.1473579
충청남도,천안시,서북구,두정동 397-4 1층~3층,제중한방병원,한방병원,36.8334638,127.1524747
전라남도,강진군,강진읍,학명리 530번지 3호 3호,강진효요양병원,의사,34.6230473,126.7522761
전라남도,여수시,학동,43번지 5호 5호,그랜드치과병원,치과의사,34.7660866,127.6633086
경기도,광명시,소하동,1338,아이원병원,병원,37.4479205,126.8849846
대전광역시,유성구,지족동,987번지 1호,벤조인요양병원,요양병원(일반요양병원),36.3861469,127.3179651
전북특별자치도,전주시,완산구,효자동2가 1228번지 5호,청아람한방병원,한방병원,35.8187241,127.1032711
경기도,수원시,권선구,"금곡동 1109번지 2호 1~5, 9층",세인트마리여성병원,병원,37.2752593,126.9533501
서울특별시,중랑구,면목동,179-24 화성빌딩,늘찬병원,병원,37.5879846,127.079646
경기도,의정부시,의정부동,237번지 7호,중앙효요양병원,요양병원(일반요양병원),37.7468354,127.0451921
서울특별시,도봉구,쌍문동,503-8 2~5층,서울사랑요양병원,요양병원(일반요양병원),37.654353,127.0132432
전라남도,목포시,상동,889번지,조연이비인후과병원,의사,34.8036606,126.4206707
부산광역시,강서구,명지동,"3412번지 4호 402,501,601호(국제메디칼빌딩)",명지아동병원,병원,35.097739,128.9196199
전라남도,무안군,삼향읍,남악리 2264번지 0호 0호,의료법인숭민의료재단 해오름요양병원,,34.8102897,126.4654925
전라남도,무안군,삼향읍,남악리 2264,의료법인숭민의료재단 해오름요양병원,요양병원(일반요양병원),34.8102897,126.4654925
경기도,안양시,만안구,안양동 676번지 91호,바른몸 한방병원,한방병원,37.3997576,126.9202415
충청북도,청주시,청원구,내덕동 650-11,첼로병원,병원,36.656332,127.4807986
울산광역시,남구,신정동,1100번지 10호,구인의료재단법인 오복요양병원,요양병원(일반요양병원),35.5315886,129.3080299
경상남도,진주시,평거동,900 BYC 진주빌딩 8.9.10층일부,튼튼소아청소년과병원,병원,35.1722923,128.0597887
광주광역시,북구,신안동,134번지 11호,호연한방병원,한방병원,35.1656216,126.9027524
부산광역시,금정구,장전동,649번지 8호,의료법인세왕의료재단 세왕요양병원,요양병원(일반요양병원),35.2229382,129.0861456
서울특별시,서대문구,홍은동,437번지 1호,효담요양병원,요양병원(일반요양병원),37.5962842,126.9396126
전북특별자치도,전주시,완산구,서서학동 1002번지 3호,더숲요양병원,요양병원(일반요양병원),35.7964794,127.1500564
울산광역시,중구,남외동,514번지 1호,의료법인 동강의료재단 동천동강병원,종합병원,35.5685746,129.3503539
광주광역시,광산구,쌍암동,657번지 6호,다올한방병원,한방병원,35.2184845,126.8421963
울산광역시,동구,방어동,204-1,방어진마린요양병원,요양병원(일반요양병원),35.4827521,129.4245729
광주광역시,서구,동천동,598번지 지상2층,광주동천병원,병원,35.1714941,126.8667045
울산광역시,울주군,범서읍,천상리 602번지 3호 연세요양병원,의료법인 건강한의료재단 울산연세요양병원,요양병원(일반요양병원),35.5634541,129.22294
대전광역시,서구,둔산동,1307,마인드병원,정신병원,36.3541099,127.3822531
광주광역시,서구,화정동,744번지 4호 (1~8층),정든요양병원,요양병원(일반요양병원),35.1523937,126.8751318
광주광역시,북구,운암동,"487번지 9호 (지1,1∼7층)",천사요양병원,요양병원(일반요양병원),35.1745862,126.8835198
인천광역시,미추홀구,주안동,"409-5번지 지하2층~지하1층, 1층일부~10층",인천사랑요양병원,요양병원(일반요양병원),37.4578769,126.6843315
경기도,안산시,단원구,고잔동 531번지 4호,우성요양병원,요양병원(일반요양병원),37.3177115,126.8314483
전라남도,장성군,장성읍,영천리 1478번지 22호 22호,의료법인행복나눔의료재단 장성병원,,35.3080435,126.7839582
경기도,군포시,산본동,"1060-1 하나로빌딩, 401-1호, 401-2호, 5층, 6층",오스본병원,병원,37.3719782,126.9350297
충청남도,천안시,동남구,구성동 87번지,선한이웃요양병원,요양병원(일반요양병원),36.7992943,127.1774357
대구광역시,달성군,가창면,옥분리 471번지,가창파티마요양병원,요양병원(일반요양병원),35.7499173,128.6498571
대구광역시,중구,삼덕동2가,188번지 1호,경북대학교치과병원,치과병원,35.8641054,128.601734
대전광역시,유성구,봉명동,446번지 7호 비엔피병원,비엔피병원,병원,36.354943,127.3394879
경상남도,창원시,마산합포구,해운동 65번지 8호,의료법인합포의료재단마산우리요양병원,요양병원(일반요양병원),35.1817148,128.562255
경기도,안산시,단원구,초지동 745번지 서해프라자,우리요양병원,요양병원(일반요양병원),37.3011303,126.8133281
경기도,고양시,일산동구,"백석동 1194번지 흰돌마을1단지아파트 상가동, 4층",이푸른요양병원,요양병원(일반요양병원),37.6479812,126.7824663
전라남도,순천시,조곡동,516번지,순천생협요양병원,,34.9564182,127.497003
부산광역시,금정구,부곡동,294-5,더희망찬병원,병원,35.2274384,129.0923293
부산광역시,사하구,괴정동,961번지 2호,괴정어린이병원,병원,35.098907,128.9940232
경기도,안산시,단원구,초지동 744-5 원포빌딩,성은병원,정신병원,37.3003852,126.8124355
부산광역시,연제구,연산동,1143번지 6호,아시아드 요양병원,요양병원(일반요양병원),35.1868875,129.0792794
강원특별자치도,정선군,사북읍,사북리 305번지 16호 사북군립병원,정선군립병원,병원,37.2259331,128.8254728
경상남도,진주시,강남동,174 센텀병원,의료법인 행복한의료재단 센텀요양병원,요양병원(일반요양병원),35.1842337,128.0876479
인천광역시,서구,심곡동,242번지 4호,조은내일치과병원,치과병원,37.5456261,126.6728029
서울특별시,마포구,상암동,"1738번지 푸르메재단넥슨어린이재활병원, 지하1층~7층",푸르메재단 넥슨어린이재활병원,요양병원(장애인의료재활시설),37.5846761,126.8805798
경상남도,진주시,평거동,900번지 BYC 진주빌딩,진주본병원,병원,35.1722923,128.0597887
인천광역시,계양구,작전동,852-40,인천더드림병원,병원,37.5351079,126.7222307
인천광역시,부평구,부평동,"378-1 부흥빌딩 1층일부(105호),4층,5층",미르한방병원,한방병원,37.4992517,126.7302013
서울특별시,구로구,구로동,44번지 7호 고려 수 타워,의료법인 서울효천의료재단 에이치플러스자립병원,병원,37.5030619,126.8908072
부산광역시,금정구,장전동,538번지 1호,양지요양병원,요양병원(일반요양병원),35.227158,129.0827447
광주광역시,북구,삼각동,434번지,광주양지요양병원,요양병원(일반요양병원),35.2050963,126.9020526
경기도,수원시,팔달구,인계동 243번지 3호,메이저요양병원,요양병원(일반요양병원),37.2760452,127.0266246
부산광역시,사하구,신평동,452번지 10호,큰사랑요양병원,요양병원(일반요양병원),35.0971682,128.9618905
경상남도,창원시,진해구,용원동 1214번지 17호 희망병원,희망병원,병원,35.1006758,128.8105425
충청북도,청주시,청원구,내덕동 306번지 5호,뿌리병원,병원,36.6568778,127.4871563
충청남도,태안군,태안읍,남문리 640번지 10호 10호,태안열린병원,의사,36.7521317,126.295025
전라남도,무안군,삼향읍,남악리 2205번지,남악한방병원,한의사,34.8126716,126.4637523
충청남도,천안시,동남구,대흥동 80번지,의료법인 백석의료재단 한사랑요양병원,요양병원(일반요양병원),36.8083917,127.1481017
전라남도,여수시,충무동,346번지,여수강남요양병원,의사,34.7431659,127.7298936
경상남도,김해시,율하동,1349-1,율하꿈나무병원,병원,35.1713324,128.8142572
서울특별시,성동구,용답동,235번지 8호,시온요양병원,요양병원(일반요양병원),37.5608213,127.0665963
인천광역시,미추홀구,도화동,441-4,오름요양병원,요양병원(일반요양병원),37.4587964,126.6717707
경상남도,거창군,거창읍,대동리 931번지 3호 지하1층~지상5층,성은효요양병원,요양병원(일반요양병원),35.6865378,127.9159742
경상남도,사천시,서동,72번지 1호,의료법인 삼포의료재단 현대요양병원,요양병원(일반요양병원),34.9303646,128.0654234
서울특별시,성북구,안암동5가,126번지 1호 고려대병원,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),종합병원,37.5871583,127.0270049
광주광역시,광산구,신가동,1159번지,수완더치과병원,치과병원,35.1857069,126.8294479
대구광역시,북구,태전동,"496-15 지하2층, 1층~7층",문요양병원,요양병원(일반요양병원),35.9153532,128.5479817
충청북도,청주시,청원구,율량동 2015번지,예미담요양병원,요양병원(일반요양병원),36.6653919,127.4937335
인천광역시,남동구,논현동,"632-1 칼리오페 10층, 11층",의료법인 정강의료재단 위드미요양병원,요양병원(일반요양병원),37.4014694,126.7220608
서울특별시,은평구,신사동,"8번지 5호 2층 201,202호",21C메트로한방병원,한방병원,37.6003601,126.9109155
경기도,부천시,원미구,춘의동 205번지 12호 4~7층,부천한병원,정신병원,37.5003032,126.7872195
경기도,성남시,수정구,"태평동 7288번지 16호 지하1,2~5층",지우병원,병원,37.4435086,127.138905
충청남도,천안시,서북구,불당동 702번지,천안나은병원,,36.810572,127.1099805
경기도,안산시,상록구,본오동 948번지 11호,연세서울병원,정신병원,37.2884982,126.8629169
서울특별시,영등포구,신길동,505번지 2층~7층,서울바른병원,병원,37.5003234,126.9200202
인천광역시,남동구,구월동,"1126번지 4호 영창빌딩 1층일부, 2~8층, 9층일부",대찬병원,병원,37.4498031,126.701319
전라남도,순천시,장천동,28번지 11호 11호,순천희망병원,의사,34.9479113,127.4882057
부산광역시,사하구,다대동,1151번지 3호,선안요양병원,요양병원(일반요양병원),35.0585677,128.9721398
경상북도,안동시,남후면,무릉리 364번지 3~4층,의료법인안동유리의료재단 안동유리한방병원,한방병원,36.5228119,128.6891222
부산광역시,북구,화명동,2271-4 하이페리온타워,이앤미치과병원,치과병원,35.2354467,129.0098795
서울특별시,금천구,독산동,288번지 1호,서울바른세상병원,병원,37.4711841,126.8976996
인천광역시,미추홀구,주안동,"1560-10번지 지2층 일부, 1~10층",나누리병원,병원,37.4510805,126.6906729
경기도,남양주시,진접읍,장현리 68번지 5호,휴메디병원,병원,37.7266196,127.191529
경상북도,경산시,중산동,488번지,꿈나무아동병원,의사,35.8353351,128.7240196
경상북도,경산시,중산동,488번지,꿈나무아동병원,병원,35.8353351,128.7240196
서울특별시,강남구,삼성동,90번지 14호 GNG병원빌딩 2층~10층,지앤지병원,병원,37.5167696,127.0594408
경기도,군포시,당동,"962-3 군포성모병원빌딩 1층, 2층",군포성모병원,병원,37.3466059,126.9412301
충청남도,아산시,배방읍,장재리 1789번지,신도시이진병원,의사,36.7897027,127.1073484
전라남도,화순군,화순읍,640번지 2호,화순베스트요양병원,요양병원(일반요양병원),,
인천광역시,강화군,하점면,창후리 777번지,해주병원,정신병원,37.7690833,126.3588754
울산광역시,남구,달동,"1365번지 4호 2,10,11,12층",참바른병원,병원,35.5391239,129.3335097
경기도,안산시,단원구,고잔동 642번지 5호,제이케이병원,병원,37.3308808,126.8392648
광주광역시,서구,광천동,25번지 6호 6호,선한병원,의사,35.161863,126.8874132
광주광역시,광산구,신가동,"1159번지 0호 A,B,C동 0호",광주센트럴병원,의사,35.1857069,126.8294479
광주광역시,광산구,흑석동,672,광주365재활병원,병원,35.1827283,126.8004683
경기도,양평군,강하면,전수리 1016번지 6호 다나암요양병원,다나암요양병원,요양병원(일반요양병원),37.4986119,127.4186507
충청남도,천안시,서북구,쌍용동 220번지 13호 13호,연세우일치과병원,치과의사,36.7993422,127.1270946
경기도,이천시,창전동,150번지 11호,추새로병원,병원,37.2818697,127.4433482
광주광역시,광산구,쌍암동,694번지 63호 63호,상그릴라요양병원(일반요양병원),,35.2172702,126.8489586
충청북도,청주시,청원구,주중동 1063번지 0호 청주다나여성병원 0호,다나여성병원,의사,36.6720789,127.4957699
전라남도,순천시,덕암동,161번지 1호,척병원,병원,34.9413846,127.5092836
충청남도,당진시,읍내동,269번지 5호 5호,열린내과병원,의사,36.8972847,126.6326337
충청남도,홍성군,홍성읍,고암리 572번지 3호 3호,충청남도 홍성의료원,의사,36.5997086,126.6752008
충청남도,서산시,석림동,568번지 5호 5호,충청남도 서산의료원,의사,36.7755136,126.465506
경상남도,합천군,합천읍,영창리 133번지,합천요양병원,요양병원(일반요양병원),35.5811801,128.1671041
충청남도,천안시,동남구,청당동 151번지,천안우리병원,의사,36.7810206,127.155928
울산광역시,남구,무거동,230,서울아동병원,병원,35.5525088,129.2661997
강원특별자치도,춘천시,효자동,312번지 1호,베드로병원,정신병원,37.866019,127.73537
전북특별자치도,고창군,고창읍,석정리 712번지 1호,석정웰파크병원,병원,35.4312795,126.7365349
서울특별시,동대문구,용두동,36번지 2호 외 2필지,서울에이스요양병원,요양병원(일반요양병원),37.5739253,127.0377152
대구광역시,남구,대명동,986번지 4호,통합의료진흥원 전인병원,병원,35.8433091,128.5700671
충청남도,공주시,우성면,보흥리 339번지,라온요양병원,요양병원(일반요양병원),36.4503643,127.0439687
경기도,의정부시,녹양동,321번지 3호,의정부요양병원,요양병원(일반요양병원),37.7575445,127.0235397
전북특별자치도,완주군,화산면,종리 1059번지 2호,의료법인완주의료재단한마음화산병원,정신병원,36.0115037,127.2242927
대구광역시,중구,동산동,360번지 5~9층,대구자생한방병원,한방병원,35.866478,128.5861342
광주광역시,서구,치평동,"1241번지 1호 지하2, 지상1~8층",상무힐링요양병원,요양병원(일반요양병원),35.1527411,126.8544129
전북특별자치도,전주시,덕진구,"금암동 634번지 18호 634-2(치과병원동, 장애인구강진료센터동)",전북대학교치과병원,치과병원,35.8489384,127.1392319
인천광역시,남동구,논현동,672번지 5호 서울프라자,이편안인천요양병원,요양병원(일반요양병원),37.4020574,126.7346012
부산광역시,연제구,거제동,110-1,동래나눔과행복병원,정신병원,35.197892,129.0785043
서울특별시,도봉구,쌍문동,508번지 1호,베이직병원,정신병원,37.6574583,127.014022
서울특별시,서대문구,남가좌동,102번지 3호,가자연세병원,병원,37.5694453,126.9164763
경기도,구리시,교문동,199번지 1호 좋은아침빌딩,좋은아침병원,병원,37.6004037,127.131236
대구광역시,수성구,황금동,607번지 1호,수성요양병원,요양병원(일반요양병원),35.8429538,128.6249828
경기도,부천시,원미구,"심곡동 355-8 선영프라자 201, 301, 401, 501, 1001호",사과나무치과병원,치과병원,37.4894975,126.7835766
부산광역시,부산진구,가야동,303번지 3호,신라요양병원,요양병원(일반요양병원),35.1540712,129.0335152
경기도,고양시,일산서구,덕이동 1551번지 든든한빌딩3~11층,든든한병원,병원,37.6990995,126.7559293
부산광역시,해운대구,우동,641번지 4호,의료법인 인당의료재단 해운대부민병원,종합병원,35.161855,129.1562194
서울특별시,서대문구,창천동,13-2 준성빌딩,잎사귀치과병원,치과병원,37.5580789,126.9384358
울산광역시,북구,신천동,312번지 1호 현대하이플러스,의료법인 기쁨의료재단 엠디한방병원,한방병원,35.6330914,129.350035
부산광역시,연제구,연산동,"478번지 8호 4,5층",연산인제요양병원,요양병원(일반요양병원),35.1859851,129.1073757
인천광역시,미추홀구,주안동,205-11번지 지하3층~9층,인일요양병원,요양병원(일반요양병원),37.4599865,126.679856
경상남도,밀양시,삼문동,724번지 1호,미르아이병원,병원,35.4837285,128.7484303
전북특별자치도,전주시,완산구,중화산동2가 595-8,동의한방병원,한방병원,35.8182013,127.1224975
서울특별시,송파구,가락동,2-5 재정빌딩,염창환병원,병원,37.5035791,127.1252523
광주광역시,서구,화정동,897번지 1호 소망산부인과,소망하나로병원,병원,35.1464292,126.8727036
충청남도,아산시,배방읍,공수리 1594번지 0호 0호,꿈크는아이병원,의사,36.7759634,127.0556785
충청남도,아산시,배방읍,공수리 1594번지,꿈크는아이병원,병원,36.7759634,127.0556785
인천광역시,미추홀구,학익동,"587번지 78호 1~2층 일부, 3~6층",송도하나요양병원,요양병원(일반요양병원),37.4424711,126.6513394
경상남도,김해시,내동,1133번지 3호,베스트한방병원,한방병원,35.2393407,128.8690459
대구광역시,달서구,상인동,229번지,라온치과병원,치과병원,35.8181878,128.5362482
경상남도,창원시,의창구,봉림동 713번지 12호,시티요양병원,요양병원(일반요양병원),35.251118,128.6643211
광주광역시,북구,양산동,"235번지 2,3,4,5층",아이맘아동병원,병원,35.2105234,126.8745119
경상남도,창원시,의창구,북면 신촌리 909번지 9호,북면이화요양병원,요양병원(일반요양병원),35.3475751,128.6079104
전북특별자치도,익산시,남중동,533-25,마디한방병원,한방병원,35.9556328,126.9597078
충청남도,당진시,채운동,1130번지,석문회복기요양병원,의사,36.8847162,126.6314844
경기도,부천시,오정구,삼정동 342-2번지,메이플요양병원,요양병원(일반요양병원),37.5148641,126.7711896
충청남도,천안시,서북구,쌍용동 446번지 3호 3호,바른한방병원,한의사,36.7927956,127.1213426
충청남도,천안시,서북구,쌍용동 446-3 1~5층,바른한방병원,한방병원,36.7933587,127.1226282
부산광역시,부산진구,개금동,511번지 1호,참요양병원,요양병원(일반요양병원),35.1536113,129.0216729
경기도,안산시,상록구,"월피동 508번지 5호 2층일부,3층",안성훈한방병원,한방병원,37.3355706,126.84482
서울특별시,동작구,신대방동,358-3,기분좋은한방병원,한방병원,37.4977349,126.9254018
대구광역시,달서구,죽전동,278-5 더열린병원,더열린병원,병원,35.8511744,128.5386145
대구광역시,서구,평리동,670번지 5호,제일효요양병원,요양병원(일반요양병원),35.8789,128.5593553
광주광역시,북구,용봉동,968번지 외5필지,올다몸과맘한방병원,한방병원,35.1867958,126.8947295
서울특별시,송파구,문정동,"634 가든파이브라이프 10층 L-10001~4, L-10006~8호",잠실자생한방병원,한방병원,37.4776598,127.1250068
광주광역시,동구,운림동,,치유요양병원,요양병원(일반요양병원),35.1283,126.967
울산광역시,남구,삼산동,177-3,좋은요양병원,요양병원(일반요양병원),35.5460844,129.3488856
울산광역시,남구,신정동,1125-11 중앙병원,의료법인 정안의료재단 중앙병원,종합병원,35.5322079,129.3048825
광주광역시,서구,금호동,250번지 10호,서광요양병원,요양병원(일반요양병원),35.1323178,126.8554249
경기도,안산시,단원구,"고잔동 523번지 B1, 1층 일부, 2~5층",에이스병원,병원,37.320912,126.8292545
대전광역시,유성구,덕명동,171번지 6호,큰우리요양병원,요양병원(일반요양병원),36.3480448,127.2984721
광주광역시,북구,운암동,434번지 29호 외4필지,편한한방병원,한방병원,35.1763042,126.8811263
서울특별시,동대문구,답십리동,12번지 262호,멘토스병원,정신병원,37.5676873,127.0627521
서울특별시,마포구,노고산동,"57번지 1호 그랜드플라자 10층,11층",신촌다인치과병원,치과병원,37.5551266,126.9359711
서울특별시,성북구,정릉동,16번지 486호 외2필지,새마음요양병원,요양병원(일반요양병원),37.601498,127.021731
서울특별시,강서구,화곡동,938번지 19호 백제빌딩,강서수한방병원,한방병원,37.530019,126.8401007
제주특별자치도,제주시,연동,290번지 64호,제주제일요양병원,요양병원(일반요양병원),33.492712,126.4934399
경기도,성남시,중원구,"금광동 15번지 행림빌딩,지하1층,3~8층",성남요양병원,요양병원(일반요양병원),37.4446418,127.1591913
충청남도,아산시,모종동,432번지 2호,아산충무병원,종합병원,36.7794754,127.0198197
광주광역시,북구,신용동,729,제이한방병원,한방병원,35.2065551,126.8625018
경기도,부천시,원미구,"상동 541번지 1호 504,504-2,505,508일부호",인본병원,병원,37.5051441,126.7537203
인천광역시,미추홀구,주안동,1592-4번지,성모윌병원,병원,37.4593803,126.6939402
경기도,용인시,기흥구,보라동 413번지 12호,케어스힐요양병원,요양병원(일반요양병원),37.2545923,127.1063562
대전광역시,서구,정림동,716번지,대청병원,종합병원,36.3084717,127.3702279
강원특별자치도,강릉시,남문동,164번지 1호 강원특별자치도립강릉요양병원 1호,강원특별자치도립 강릉요양병원,,37.7494098,128.8890303
경기도,안양시,동안구,관양동 900-4 평촌서울나우병원,평촌서울나우병원,병원,37.3959382,126.9714972
전라남도,순천시,매곡동,117번지 5호 5호,연세광혜병원,의사,34.9601375,127.4848635
전라남도,순천시,매곡동,115번지 17호,연세광혜병원,병원,34.9603291,127.4838813
인천광역시,서구,청라동,"162번지 3호 2~5층,6층일부,9층 3호",청라여성병원,의사,37.5336682,126.6499993
전북특별자치도,전주시,완산구,평화동1가 710번지 4호,주랑한방병원,한방병원,35.7958015,127.134157
경기도,군포시,금정동,873 삼경크리닉센타,삼경요양병원,요양병원(일반요양병원),37.3582438,126.9345709
경상북도,안동시,안흥동,312번지 1호 2~4층,의료법인안흥의료재단 새안동요양병원,요양병원(일반요양병원),36.5636416,128.7253433
경상남도,창원시,성산구,중앙동 75-4 구트병원빌딩,구트병원,병원,35.228477,128.677908
경기도,안산시,단원구,고잔동 533-3 영풍빌딩,고든병원,병원,37.3187828,126.8348938
인천광역시,계양구,계산동,944번지 30호,인천마디병원,병원,37.5430544,126.72302
충청북도,청주시,흥덕구,복대동 844번지,의료법인원광의료재단청주원광효도요양병원,요양병원(일반요양병원),36.6362353,127.4529655
