지방청,총괄국명,관내국,우편번호,주소,전화번호
경인청,구리우체국,구리수택동우체국,11940,경기도 구리시 체육관로74번길 51 (수택동),0031-554-0004
경인청,구리우체국,구리우체국,11922,경기도 구리시 건원대로34번길 34 (인창동),031-560-0114
경인청,의정부우체국,의정부1동우체국,11692,경기도 의정부시 호국로 1318 (의정부동),031-856-2005
경인청,의정부우체국,의정부2동우체국,11673,경기도 의정부시 시민로 35 (의정부동),031-877-2145
경인청,의정부우체국,의정부3동우체국,11697,경기도 의정부시 평화로 482 (의정부동),031-871-0100
경인청,의정부우체국,의정부가능동우체국,11675,경기도 의정부시 의정로 169 (가능동),031-873-4014
경인청,의정부우체국,의정부민락동우체국,11805,경기도 의정부시 용현로159번길 14-10 (민락동),031-852-0100
경인청,의정부우체국,의정부신곡1동우체국,11730,경기도 의정부시 발곡로 21 (신곡동),031-826-7676
경인청,의정부우체국,의정부용현동우편취급국,11785,경기도 의정부시 충의로57번길 30 (용현동),031-851-4004
경인청,의정부우체국,의정부우체국,11778,경기도 의정부시 추동로 88 (신곡동),031-877-0014
경인청,의정부우체국,의정부지방법원 우편출장소,11616,"경기도 의정부시 녹양로34번길 23 (가능동, 의정부지방법원)",031-928-1920
경인청,의정부우체국,의정부호원동우편취급국,11644,경기도 의정부시 호암로 95 (호원동),031-877-0003
경인청,백령우체국,대청우체국,23105,인천  옹진군 대청면 대청로7번길 31,032-836-2600
경인청,백령우체국,백령소청우체국,23106,인천 옹진군 대청면 소청동로 88-40,032-836-3400
경인청,백령우체국,백령우체국,23101,인천광역시 옹진군 백령면 백령로 270,032-836-1500
경인청,백령우체국,제603군사우체국,23103,인천시 옹진군 백령면 당후길 2,032-836-0228
경인청,백령우체국,제603군사출장소,23103,인천광역시 옹진군 백령면 당후길 2 (북포리),032-836-0228
경인청,파주우체국,교하우체국,10884,경기 파주시 돌단풍길 12 (문발동),031-943-2005
경인청,파주우체국,문산우체국,10824,경기 파주시 문산읍 문향로 46,031-950-9810
경인청,파주우체국,법원리우체국,10826,경기 파주시 법원읍 사임당로 845,031-958-0005
경인청,파주우체국,봉일천우체국,10937,경기도 파주시 조리읍 봉천로 49-2,031-943-2003
경인청,파주우체국,월롱우체국,10945,경기  파주시 월롱면 쉰우물길 5-6,031-944-0004
경인청,파주우체국,적성우체국,10803,경기 파주시 적성면 청송로 1049,031-959-4000
경인청,파주우체국,제109군사우편출장소,10948,경기도 파주시 등원로 450,031-947-0212
경인청,파주우체국,탄현우체국,10858,경기도 파주시 탄현면 방촌로 651,031-942-9001
경인청,파주우체국,통일동산우체국,10861,경기 파주시 탄현면 법흥로 13,031-942-8600
경인청,파주우체국,파주광탄우편취급국,10948,"경기도 파주시 광탄면 큰여울길 18 (신산리, 경희체육관)",031-949-0002
경인청,파주우체국,파주금촌3동우편취급국,10852,경기 파주시 시청로 209 (아동동),031-946-2003
경인청,파주우체국,파주금촌동우체국,10929,경기 파주시 문화로 92 (금촌동),031-941-0100
경인청,파주우체국,파주동패우편취급국,10904,경기 파주시  교하로 421 (동패동),031-948-0004
경인청,파주우체국,파주연풍우편취급국,10834,경기도 파주시 파주읍 술이홀로 443 (연풍리),031-953-4078
경인청,파주우체국,파주우체국,10915,경기도 파주시 새꽃로 1 (금촌동),031-940-9048
경인청,파주우체국,파주운정동우체국,10894,경기도 파주시 금바위로 36 (와동동),031-957-2005
경인청,파주우체국,파주웅담우편취급국,10806,경기도 파주시 법원읍 술이홀로 1704(웅담리 386-5) (웅담리),031-0000-0000
경인청,파주우체국,파주주내우체국,10835,경기 파주시 파주읍 향교말길 8,031-952-4200
경인청,파주우체국,파평우체국,10801,경기 파주시 파평면 청송로 407,031-958-3205
경인청,김포우체국,고촌우체국,10125,경기도 김포시 고촌읍 은행영사정로5번길 54,031-985-5502
경인청,김포우체국,김포감정동우편취급국,10102,경기도 김포시 봉화로 169 (감정동),031-984-5208
경인청,김포우체국,김포구래동우편취급국,10066,경기도 김포시 김포한강3로 432 골드하임 114호 (마산동),031-997-7524
경인청,김포우체국,김포대곶우체국,10040,경기도 김포시 대곶면 율생중앙로 7,031-987-0888
경인청,김포우체국,김포북변동우체국,10098,경기도 김포시 북변중로 22 (북변동),031-8049-2027
경인청,김포우체국,김포우체국,10077,경기도 김포시 김포한강11로 157 (운양동),031-8048-0160
경인청,김포우체국,김포월곶우체국,10024,경기도 김포시 월곶면 군하로 274,031-987-2333
경인청,김포우체국,김포장기동우체국,10087,경기도 김포시 김포한강1로 28-9 (장기동),031-982-0008
경인청,김포우체국,김포풍무동우편취급국,10116,경기도 김포시 풍무로 109 (풍무동),031-997-0004
경인청,김포우체국,양곡우체국,10059,경기도 김포시 양촌읍 양곡로 540,031-981-0205
경인청,김포우체국,통진우체국,10018,경기도 김포시 통진읍 조강로 52,031-987-2005
경인청,김포우체국,하성우체국,10011,경기도 김포시 하성면 애기봉로 824,031-988-2003
경인청,강화우체국,강화갑곳리우편취급국,23024,인천광역시 강화군 강화읍 갑룡길 33-1,032-933-0018
경인청,강화우체국,강화길상우체국,23050,인천광역시 강화군 길상면 온수길 27 (온수리),032-937-2005
경인청,강화우체국,강화우체국,23036,인천광역시 강화군 강화읍 강화대로 384,032-934-8032
경인청,강화우체국,교동우체국,23002,인천광역시 강화군 교동면 교동남로 61,032-932-4205
경인청,강화우체국,내가우체국,23018,인천 강화군 내가면 강화서로 217-8,032-932-5800
경인청,강화우체국,불은우체국,23046,인천  강화군 불은면 강화동로 562-1,032-937-4600
경인청,강화우체국,삼산우체국,23005,인천광역시 강화군 삼산면 삼산북로463번길 8 (석모리),032-932-3004
경인청,강화우체국,서도우체국,23008,인천  강화군 서도면 주문도길 220,032-932-7300
경인청,강화우체국,선원우체국,23043,인천  강화군 선원면 대문고개로 18,032-932-2551
경인청,강화우체국,송해우체국,23019,인천  강화군 송해면 강화대로 669,032-932-2553
경인청,강화우체국,양도우체국,23057,인천  강화군 양도면 강화남로 711-1,032-937-3500
경인청,강화우체국,양사우체국,23012,인천  강화군 양사면 덕하로 95,032-932-5500
경인청,강화우체국,하점우체국,23014,인천 강화군 하점면 강화대로 1089,032-932-2556
경인청,강화우체국,화도우체국,23060,인천 강화군 화도면 마니산로 703-12,032-937-3600
경인청,광명우체국,광명2동우체국,14219,경기도 광명시 광명로 944 (광명동),02-2619-0040
경인청,광명우체국,광명6동우체국,14294,경기도 광명시 광명로 827 (광명동),02-2615-1977
경인청,광명우체국,광명소하동우체국,14328,경기도 광명시 오리로 332 (소하동),02-897-3027
경인청,광명우체국,광명우체국,14248,경기도 광명시 범안로 1017 (하안동),02-890-1114
경인청,광명우체국,광명철산1동우편취급국,14224,경기도 광명시 사성로103번길 14 (철산동),02-2686-8700
경인청,광명우체국,광명철산3동우체국,14232,경기도 광명시 모세로 54 (철산동),02-2686-0006
경인청,광명우체국,광명철산동우체국,14241,경기도 광명시 광덕산로 35-1 (하안동),02-899-0006
경인청,광명우체국,광명철산역전우편취급국,14235,경기도 광명시 철산로 5 (철산동),02-2683-2999
경인청,광명우체국,광명하안3동우체국,14306,경기도 광명시 금당로 45 (하안동),02-805-2005
경인청,오산우체국,오산세교우체국,18108,경기도 오산시 문헌공로 37(금암동),031-374-5790
경인청,오산우체국,오산수청동우편취급국,18114,경기도 오산시 내삼미로 31 (수청동),031-372-5559
경인청,오산우체국,오산신장동우편취급국,18118,경기도 오산시 청학로 115 (궐동),031-376-0001
경인청,오산우체국,오산우체국,18135,경기도 오산시 성호대로 85 (오산동),031-374-2001
경인청,오산우체국,오산원동우체국,18146,경기도 오산시 경기대로 95 (원동),031-375-9004
경인청,오산우체국,한신대학교우편취급국,18101,"경기도 오산시 한신대길 137 해오름관 지상 1층 (양산동, 한신대학교)",031-379-0285
경인청,용인우체국,모현우체국,17035,경기도 용인시 처인구 모현읍 백옥대로 2366,031-332-2454
경인청,용인우체국,백암우체국,17178,경기도 용인시 처인구 백암면 백암로201번길 16 ),031-333-6000
경인청,용인우체국,송전우체국,17136,경기도 용인시 처인구 이동읍 경기동로705번길 13-11,031-336-7205
경인청,용인우체국,양지우체국,17158,경기도 용인시 처인구 양지면 양지로 171,031-338-3805
경인청,용인우체국,용인김량장동우편취급국,17050,"경기도 용인시 처인구 금령로13번길 4 (김량장동,북부한의원)",031-333-4004
경인청,용인우체국,용인남사우체국,17118,경기도 용인시 처인구 남사읍 처인성로185번길 23,031-332-6000
경인청,용인우체국,용인동백우체국,17004,경기도 용인시 기흥구 동백6로 39 (중동),031-693-9848
경인청,용인우체국,용인명지대학교우편취급국,17058,"경기도 용인시 처인구 명지로 116 (남동,명지대학교용인캠퍼스)",031-324-1166
경인청,용인우체국,용인보라우편취급국,17080,"경기도 용인시 기흥구 한보라1로 42-6 (보라동,현대프라자,용인보라우편취급국)",031-274-1300
경인청,용인우체국,용인상하우편취급국,17077,"경기도 용인시 기흥구 중부대로 814 (상하동,상하우편취급소)",031-284-1616
경인청,용인우체국,용인우체국,17019,경기도 용인시 처인구 중부대로1161번길 73 (삼가동),031-330-2830
경인청,용인우체국,용인전대리우편취급국,17025,경기도 용인시 처인구 포곡읍 석성로 1149(전대리우편취급소),031-339-3396
경인청,용인우체국,용인중앙동우체국,17052,경기도 용인시 처인구 금령로 101 (김량장동),031-332-0100
경인청,용인우체국,용인한국외국어대학교우편취급국,17035,경기도 용인시 처인구 모현읍 외대로 81 (한국외국어대학교용인캠퍼스),031-330-4198
경인청,용인우체국,원삼우체국,17168,경기도 용인시 처인구 원삼면 고당로16번길 17 ),031-332-8000
경인청,용인우체국,제505군사우편출장소,17045,경기도 용인시 처인구 학산로 3-6 (역북동),031-332-2505
경인청,용인우체국,포곡우체국,17028,경기도 용인시 처인구 포곡읍 포곡로 320 ),031-332-5000
경인청,평택우체국,서탄우체국,17704,경기도 평택시 서탄면 금암2길 126,031-662-6028
경인청,평택우체국,송탄우체국,17757,경기도 평택시 탄현로 336 (지산동),031-662-9100
경인청,평택우체국,수원지법평택지원우체국,17848,경기도 평택시 평남로 1036 (동삭동),031-652-2005
경인청,평택우체국,안중우체국,17933,경기도 평택시 안중읍 안중로99번길 17-2,031-681-2002
경인청,평택우체국,오성우체국,17819,경기도 평택시 오성면 숙성시장길 61 (숙성리),031-681-4000
경인청,평택우체국,제309군사우편출장소,17759,경기도 평택시 신장로 55 (신장동),031-666-9735
경인청,평택우체국,제800군사우편출장소,17950,경기도 평택시 포승읍 2함대길 91,031-681-2314
경인청,평택우체국,진위우체국,17712,경기도 평택시 진위면 봉남길 62,031-662-6027
경인청,평택우체국,청북우체국,17811,경기도 평택시 청북면 신포길 70,031-683-5000
경인청,평택우체국,팽성우체국,17988,경기도 평택시 팽성읍 부용로55번길 39,031-691-6500
경인청,평택우체국,평택LG전자우편취급국,17709,경기도 평택시 진위면 엘지로 222,031-610-6637
경인청,평택우체국,평택고덕우체국,17770,경기도 평택시 고덕면 고덕여염6길 62 (여염리) 평택고덕우체국,031-662-6029
경인청,평택우체국,평택대학교우편취급국,17869,경기도 평택시 서동대로 3825 (용이동),031-659-8544
경인청,평택우체국,평택본정우편취급국,17979,경기도 평택시 팽성읍 본정2길 23-2 (본정리),031-618-3401
경인청,평택우체국,평택비전2동우체국,17872,경기도 평택시 평남로 726 (비전동),031-657-2005
경인청,평택우체국,평택서정동우편취급국,17769,경기도 평택시 신서로 14 (신장동),031-663-1014
경인청,평택우체국,평택세교동우편취급국,17839,경기도 평택시 세교상가5길 23 (세교동),031-658-1014
경인청,평택우체국,평택송탄공단우체국,17746,경기도 평택시 산단로64번길 8 (모곡동),031-668-2005
경인청,평택우체국,평택안정우편취급국,17985,경기도 평택시 팽성읍 안정로 48 (안정리),031-691-4836
경인청,평택우체국,평택우체국,17895,경기도 평택시 중앙로 63 (비전동),031-8053-3121
경인청,평택우체국,평택이충동우편취급국,17733,경기도 평택시 이충로108번길 17 (서정동),031-662-0014
경인청,평택우체국,평택중앙동우체국,17783,경기도 평택시 서정역로 28 (서정동),031-666-0797
경인청,평택우체국,평택하북우편취급국,17714,경기도 평택시 진위면 하북1길 15 (하북리),031-668-2014
경인청,평택우체국,평택합정동우체국,17912,경기도 평택시 평택3로 3 (합정동),031-655-0026
경인청,평택우체국,평택현화우체국,17937,경기도 평택시 안중읍 현화중앙길 69,031-684-0330
경인청,평택우체국,포승우체국,17965,경기도 평택시 포승읍 서동대로 1118,031-682-2800
경인청,평택우체국,현덕우체국,17946,경기도 평택시 현덕면 인광길 57,031-682-3101
경인청,안성우체국,고삼우체국,17505,경기도 안성시 고삼면 고삼호수로 8,031-672-7000
경인청,안성우체국,공도우체국,17562,경기도 안성시 공도읍 승두길 50,031-653-2000
경인청,안성우체국,금광우체국,17535,경기도 안성시 금광면 금광초교길 71,031-672-3000
경인청,안성우체국,미양우체국,17601,경기도 안성시 미양면 양지길 23,031-672-8000
경인청,안성우체국,보개우체국,17585,경기도 안성시 삼거리길 17 (가사동),031-672-0005
경인청,안성우체국,안성공단우편취급국,17599,경기도 안성시 미양면 안성맞춤대로 685,031-677-7906
경인청,안성우체국,안성대덕우체국,17573,경기도 안성시 공단로 12 (신건지동),031-672-1500
경인청,안성우체국,안성삼죽우편취급국,17513,경기도 안성시 삼죽면 삼백로 5,031-8046-3911
경인청,안성우체국,안성서운우편취급국,17607,"경기도 안성시 서운면 솔뫼로 241 (신촌리, 안성서운우편취급국)",031-672-9000
경인청,안성우체국,안성우체국,17578,경기도 안성시 아양로 12 (석정동),031-8046-7900
경인청,안성우체국,양성우체국,17502,경기도 안성시 양성면 읍내길 18,031-672-2000
경인청,안성우체국,원곡우체국,17556,경기도 안성시 원곡면 가천중앙1길 38 (외가천리),031-653-1300
경인청,안성우체국,일죽우체국,17527,경기도 안성시 일죽면 금일로 436,031-672-2500
경인청,안성우체국,죽산우체국,17519,경기도 안성시 죽산면 중서길 9,031-676-7000
경인청,경기광주우체국,경기광주신현우편취급국,12820,"경기도 광주시 오포읍 머루숯길 11, 101호 (신현리)",031-717-7080
경인청,경기광주우체국,경기광주우체국,12746,경기도 광주시 행정타운로 49-10,031-799-5900
경인청,경기광주우체국,경기광주태전우편취급국,12785,경기도 광주시 고불로 109-9,031-767-2008
경인청,경기광주우체국,경안동우체국,12755,경기 광주시 중앙로 123,031-797-8712
경인청,경기광주우체국,곤지암우체국,12804,경기도 광주시 곤지암읍 곤지암로 56,031-762-6001
경인청,경기광주우체국,도척우체국,12815,경기도 광주시 도척면 노곡로 47-7,031-762-5000
경인청,경기광주우체국,오포우체국,12790,경기도 광주시 오포읍 오포로 698 ),031-766-4000
경인청,경기광주우체국,초월우체국,12735,경기도 광주시 초월읍 경충대로 1243-9,031-766-2201
경인청,경기광주우체국,퇴촌우체국,12711,경기도 광주시 퇴촌면 광동로 29,031-767-3300
경인청,하남우체국,하남감북동우체국,12990,경기도 하남시 감북로 26 (감일동),02-485-0205
경인청,하남우체국,하남미사2동우편취급국,12903,경기도 하남시 미사강변한강로 152 (망월동),031-794-2206
경인청,하남우체국,하남미사우체국,12919,경기도 하남시 미사강변대로 30,031-8027-2390
경인청,하남우체국,하남석해우편취급국,12959,경기도 하남시 하남대로777번길 14 (신장동),031-791-4344
경인청,하남우체국,하남우체국,12975,경기도 하남시 신장로 165 (덕풍동),031-792-2007
경인청,하남우체국,하남창우동우체국,12954,경기도 하남시 대청로 80 (창우동),031-791-2006
경인청,이천우체국,대월우체국,17343,경기도 이천시 대월면 대평로174번길 40,031-632-1014
경인청,이천우체국,마장우체국,17387,경기도 이천시 마장면 오천로 66,031-632-2014
경인청,이천우체국,백사우체국,17312,경기도 이천시 백사면 현방로 71,031-632-4004
경인청,이천우체국,부발우체국,17324,경기도 이천시 부발읍 무촌로 147,031-632-5014
경인청,이천우체국,설성우체국,17413,경기도 이천시 설성면 진상미로 179,031-641-8014
경인청,이천우체국,신둔우체국,17303,경기도 이천시 신둔면 경충대로 3152-14,031-632-7014
경인청,이천우체국,율면우체국,17423,경기도 이천시 율면 고당로 110,031-641-8060
경인청,이천우체국,이천모가우편취급국,17408,경기도 이천시 모가면 진상미로 1272-5 (진가리),031-633-3016
경인청,이천우체국,이천설성우편취급국,17413,경기도 이천시 설성면 진상미로 179 (제요리),031-642-4399
경인청,이천우체국,이천우체국,17377,경기도 이천시 경충대로 2610 (중리동),031-635-2001
경인청,이천우체국,이천증포동우편취급국,17352,경기도 이천시 이섭대천로 1328 (증포동),031-631-2082
경인청,이천우체국,이천창전동우편취급국,17365,경기도 이천시 영창로 177 (창전동),031-635-8561
경인청,이천우체국,이천하이닉스우편취급국,17336,경기도 이천시 부발읍 경충대로 2091,031-8094-7819
경인청,이천우체국,장호원우체국,17419,경기도 이천시 장호원읍 샘재로 146,031-641-0014
경인청,이천우체국,제138군사우편출장소,17382,경기도 이천시 마장면 억만리로 137 (회억리),031-0000-0000
경인청,이천우체국,제867군사우편출장소,17400,경기도 이천시 진상미로 1700-29 (대포동),031-632-6014
경인청,이천우체국,제900군사우편출장소,17414,경기도 이천시 장호원읍 경충대로597번길 57-82,031-641-1004
경인청,이천우체국,호법우체국,17394,경기도 이천시 호법면 이섭대천로 530,031-632-9014
경인청,여주우체국,가남우체국,12662,경기도 여주시 가남읍 태평로 29 (가남우체국),031-882-0100
경인청,여주우체국,강천우체국,12616,경기도 여주시 강천면 간매1길 10-1 (강천우체국),031-882-6004
경인청,여주우체국,대신우체국,12610,경기도 여주시 대신면 여양로 1430-7 (대신우체국),031-882-8004
경인청,여주우체국,북내우체국,12613,경기도 여주시 북내면 여양2로 287-1 (북내우체국),031-882-0004
경인청,여주우체국,세종대왕우체국,12641,경기도 여주시 세종대왕면 마장로 84 (신지리),031-882-4104
경인청,여주우체국,여주상품우편취급국,12603,경기도 여주시 산북면 상품로 113,031-884-0144
경인청,여주우체국,여주오학우편취급국,12639,"경기도 여주시 여양로233번길 15-4 (오학동, 여주오학우편취급국)",031-885-0084
경인청,여주우체국,여주우체국,12627,경기도 여주시 세종로 100,031-883-0004
경인청,여주우체국,여주하리우편취급국,12623,경기도 여주시 청심로 102,031-885-0001
경인청,여주우체국,여주흥천우편취급국,12607,경기도 여주시 흥천면 부흥로 459 (효지리),031-881-0880
경인청,여주우체국,이포우체국,12604,경기도 여주시 금사면 이포로 36 (이포우체국),031-882-9004
경인청,여주우체국,점동우체국,12667,경기도 여주시 점동면 청안로 154 (점동우체국),031-882-7004
경인청,양평우체국,강상우체국,12572,경기도 양평군 강상면 양평대교길 87,031-772-3703
경인청,양평우체국,강하우체국,12574,경기도 양평군 강하면 운심길 41,031-772-4907
경인청,양평우체국,개군우체국,12568,경기도 양평군 개군면 하자포길 33,0031-0772-8004
경인청,양평우체국,경기옥천우체국,12507,경기도 양평군 옥천면 옥천길 42,031-0772-5004
경인청,양평우체국,경기용문우체국,12521,경기도 양평군 용문면 용문로 315 (경기용문우체국),0031-773-4004
경인청,양평우체국,단월우체국,12529,경기도 양평군 단월면 재인동길 2-8,0031-0773-0204
경인청,양평우체국,서종우체국,12502,경기도 양평군 서종면 하문호길 3,0031-0773-6004
경인청,양평우체국,양동우체국,12539,경기도 양평군 양동면 학둔지아래길 83,0031-0773-1004
경인청,양평우체국,양평양서우체국,12585,경기도 양평군 양서면 양수로152번길 26,0031-772-6003
경인청,양평우체국,양평우체국,12551,경기도 양평군 양평읍 중앙로111번길 11 (공흥리),031-772-2800
경인청,양평우체국,양평지평우편취급국,12541,경기도 양평군 지평면 지평의병로 87 (지평리),031-774-7006
경인청,양평우체국,양평청운우체국,12530,경기도 양평군 청운면 용두로 152,0031-773-9801
경인청,가평우체국,가평북면우체국,12407,경기도 가평군 북면 가화로 967,031-582-0012
경인청,가평우체국,가평우체국,12418,경기도 가평군 가평읍 보납로 2,031-582-2001
경인청,가평우체국,가평조종우체국,12438,경기도 가평군 조종면 현창로 31,031-585-2005
경인청,가평우체국,상면우체국,12444,경기도 가평군 상면 청군로 1107,031-585-2000
경인청,가평우체국,설악우체국,12467,경기도 가평군 설악면 신천중앙로 109,031-584-7701
경인청,가평우체국,제102군사우편출장소,12437,경기도 가평군 하면 사서함 102-1호,031-585-0102
경인청,가평우체국,제567군사우편출장소,12402,경기도 가평군 가평읍 사서함 567-1,031-582-1002
경인청,가평우체국,청평우체국,12452,경기도 가평군 청평면 잠곡로 19,031-584-0001
경인청,동두천우체국,동두천우체국,11312,경기도 동두천시 평화로 2518 (생연동),031-862-0014
경인청,동두천우체국,동두천중앙동우체국,11328,경기도 동두천시 중앙로273번길 23 (생연동),031-862-2001
경인청,동두천우체국,동두천지행동우체국,11346,경기도 동두천시 중앙로 136 (지행동),031-857-0700
경인청,동두천우체국,제92군사우편출장소,11335,경기도 동두천시 사서함 92-1 92군사우편출장소,031-863-5092
경인청,연천우체국,대광우체국,11000,경기도 연천군 신서면 연신로 1151,031-834-8001
경인청,연천우체국,연천군남우체국,11006,경기도 연천군 군남면 군남로 406 (연천군남우체국),031-833-7001
경인청,연천우체국,연천미산우체국,11044,경기도 연천군 미산면 청정로 1734,031-833-7301
경인청,연천우체국,연천백학우체국,11048,경기도 연천군 백학면 두백로 21,031-835-5205
경인청,연천우체국,연천우체국,11013,경기도 연천군 연천읍 연천로 280,031-834-2001
경인청,연천우체국,연천청산우체국,11020,경기도 연천군 청산면 아우라지길 4,031-835-3404
경인청,연천우체국,연천초성우편취급국,11023,경기도 연천군 청산면 학담로89번길 5(초성2리 214-2) (초성리),031-832-1403
경인청,연천우체국,전곡우체국,11034,경기도 연천군 전곡읍 전곡역로 69,031-832-0100
경인청,연천우체국,제106군사우편출장소,11021,경기도 연천군 청산면 청창로 719,031-835-3406
경인청,포천우체국,제105군사우편출장소,11101,경기 포천시 관인면 북원로475번길 4(사정리),031-532-6205
경인청,포천우체국,제117군사우편출장소,11112,경기도 포천시 이동면 성장로 1093(노곡리),031-532-4300
경인청,포천우체국,제118군사우편출장소,11158,경기 포천시 호국로 1231(자작동),031-532-0005
경인청,포천우체국,포천가산우체국,11164,경기 포천시 가산면 선마로 225( 마산리),031-544-2000
경인청,포천우체국,포천관인우편출장소,11101,경기 포천시 관인면 창동로 1844 (탄동리),031-533-1001
경인청,포천우체국,포천군내우체국,11152,경기 포천시 군내면 청군로 3278 (구읍리),031-532-0006
경인청,포천우체국,포천내촌우체국,11189,경기도 포천시 내촌면 포천로 16 (내리),031-532-2501
경인청,포천우체국,포천대진대우편취급국,11159,경기 포천시 호국로 1007(선단동),031-539-1436
경인청,포천우체국,포천선단우편취급국,11161,경기도 포천시 삼육사로 2224 (선단동),031-541-8337
경인청,포천우체국,포천송우우체국,11175,경기도  포천시 소흘읍 솔모루로 105( 송우리),031-542-1500
경인청,포천우체국,포천신북우체국,11136,경기 포천시 신북면 포천로 2152(심곡리),031-533-6001
경인청,포천우체국,포천신북우편출장소,11136,경기도 포천시 신북면 포천로 2151 (심곡리),031-536-8256
경인청,포천우체국,포천영북우체국,11106,경기 포천시 영북면 운천로 45(운천리),031-532-5100
경인청,포천우체국,포천영중우체국,11129,경기 포천시 영중면 양문로6길 6 (양문리),031-532-6500
경인청,포천우체국,포천우체국,11144,경기 포천시 중앙로 159(신읍동),031-535-2001
경인청,포천우체국,포천이동우체국,11111,경기 포천시 이동면 화동로 2058-5 (장암리),031-532-4500
경인청,포천우체국,포천일동우체국,11117,경기 포천시 일동면 화동로 1068(기산7리),031-532-3100
경인청,포천우체국,포천창수우체국,11134,경기 포천시 창수면 옥수로 103 (주원리),031-533-0001
경인청,포천우체국,포천창수우편출장소,11134,경기도 포천시 창수면 옥수로 103 (주원리),031-8089-7027
경인청,화성우체국,마도우체국,18537,경기도 화성시 마도면 두곡서길 3,031-356-3005
경인청,화성우체국,매송우체국,18289,"경기도 화성시 매송면 화성로 2372, 1층 (원평리)",031-292-4490
경인청,화성우체국,서신우체국,18555,경기도 화성시 서신면 매화3길 5-1,031-357-3000
경인청,화성우체국,양감우체국,18633,경기도 화성시 양감면 은행나무로 278,031-352-1015
경인청,화성우체국,장안우체국,18585,경기도 화성시 장안면 기아자동차로 748,031-351-2201
경인청,화성우체국,제14군사우편출장소,18288,경기도 화성시 매송면 화성로 2420-1,031-292-4471
경인청,화성우체국,제601군사우편출장소,18334,경기도 화성시 봉담읍 시청길 1311,031-227-2006
경인청,화성우체국,조암우체국,18584,경기도 화성시 우정읍 조암로 33,031-358-5004
경인청,화성우체국,팔탄우체국,18527,경기도 화성시 팔탄면 서촌길 13-1,031-353-3105
경인청,화성우체국,화성비봉우편취급국,18284,경기도 화성시 비봉면 비봉로 112 (양노리),031-357-0582
경인청,화성우체국,화성송산우체국,18550,경기도 화성시 송산면 송산포도로 90,031-357-1005
경인청,화성우체국,화성우체국,18270,경기도 화성시 남양읍 시청로202번길 92 (남양리),031-353-1005
경인청,화성우체국,화성장안우편취급국,18585,경기도 화성시 장안면 기아자동차로 748 (사곡리),031-351-2205
경인청,화성우체국,화성향남우체국,18598,경기도 화성시 향남읍 행정서로3길 53 (행정리),031-8055-0699
경인청,용인수지우체국,신갈우체국,17064,경기도 용인시 기흥구 신갈로58번길 16-1 (신갈동),031-283-2001
경인청,용인수지우체국,용인경희대학교우편취급국,17104,경기도 용인시 기흥구 덕영대로 1732 경희대학교 우정원1층 (서천동),031-201-3117
경인청,용인수지우체국,용인구성우체국,16917,경기도 용인시 기흥구 마북로 39 (마북동),031-283-2105
경인청,용인수지우체국,용인단국대학교우편취급국,16890,"경기도 용인시 수지구 죽전로 152 (죽전동,단국대학교)",031-8005-2897
경인청,용인수지우체국,용인동천동우체국,16824,경기도 용인시 수지구 고기로45번길 62 (동천동),031-262-0002
경인청,용인수지우체국,용인보정동우체국,16900,경기 용인시 기흥구 죽현로 47(보정동),031-889-4423
경인청,용인수지우체국,용인상현우편취급국,16928,경기도 용인시 수지구 만현로 17 (상현동),031-272-2720
경인청,용인수지우체국,용인수지우체국,16841,경기도 용인시 수지구 문정로 3 (풍덕천동),031-270-0511
경인청,용인수지우체국,용인신봉동우체국,16814,"경기도 용인시 수지구 신봉1로 114 (신봉동, 대흥빌딩)",031-548-0746
경인청,용인수지우체국,용인죽전1동우체국,16879,경기도 용인시 수지구 죽전로 250 (죽전1동),031-276-0367
경인청,용인수지우체국,용인죽전2동우편취급국,16866,"경기도 용인시 수지구 용구대로2790번길 6 (죽전동,경방프라자)",031-265-0213
경인청,용인수지우체국,용인풍덕우편취급국,16829,경기도 용인시 수지구 문인로31번길 11-1 (풍덕천동),031-261-2250
경인청,의정부우편집중국,의정부우편집중국,11787,경기도 의정부시 산단로98번길 65 (용현동),031-850-0515
경인청,안양우편집중국,안양우편물류센터,14041,경기도 안양시 동안구 시민대로 121 (호계동),031-342-9410
경인청,안양우편집중국,안양우편집중국,14067,경기도 안양시 동안구 평촌대로 212 (관양동),031-389-9405
경인청,성남우편집중국,성남우편집중국,13636,경기도 성남시 분당구 성남대로 57 (구미동),031-785-0026
경인청,고양우편집중국,고양우편집중국,10449,경기도 고양시 일산동구 호수로 366 (백석동),031-920-5288
경인청,남양주우체국,경기광릉우체국,12019,경기도 남양주시 진접읍 광릉내로 90,031-527-7115
경인청,남양주우체국,금곡우체국,12234,경기도 남양주시 사릉로 17 (금곡동),031-591-7112
경인청,남양주우체국,남양주다산2동우편취급국,12265,경기도 남양주시 경춘로476번길 56 (다산동),031-555-4655
경인청,남양주우체국,남양주법원우편취급국,12249,경기도 남양주시 다산중앙로82번안길 161,031-555-4001
경인청,남양주우체국,남양주별내동우체국,12112,경기도 남양주시 별내3로 68,031-523-2790
경인청,남양주우체국,남양주오남우편취급국,12039,경기도 남양주시 오남읍 진건오남로 564 (유호아파트),031-528-2017
경인청,남양주우체국,남양주왕숙천우편취급국,12260,경기도 남양주시 경춘로 381 (도농동),031-564-0115
